frame,seconds,card_rows,paper_pixels,card_area,paper_fraction,suspect
316,7.555344,1134,1129,1006992,0.0011211608433830656,False
317,7.571567,1134,1130,1006992,0.0011221538999316777,False
318,7.588189,1135,1142,1007880,0.001133071397388578,False
319,7.604989,1135,1129,1007880,0.001120173036472596,False
320,7.621544,1135,1124,1007880,0.0011152121284279874,False
321,7.6389,1136,1111,1008768,0.0011013434208856745,False
322,7.655344,1136,1112,1008768,0.0011023347290952926,False
323,7.671633,1136,1107,1008768,0.0010973781880472021,False
324,7.689656,1136,1106,1008768,0.001096386879837584,False
325,7.705711,1145,1141,1016760,0.0011221920610566898,False
326,7.723567,1156,1166,1026528,0.0011358677016116462,False
327,7.738822,1166,1161,1035408,0.0011212971118631497,False
328,7.755444,1177,1168,1045176,0.001117515136206725,False
329,7.773089,1185,1167,1052280,0.001109020412817881,False
330,7.788856,1176,1175,1044288,0.0011251685358828216,False
331,7.807222,1166,1152,1035408,0.0011126048861897918,False
332,7.821867,1157,1163,1027416,0.001131966019606469,False
333,7.841244,1145,1167,1016760,0.0011477634840080255,False
334,7.855322,1133,1164,1006104,0.0011569380501419337,False
335,7.872978,1122,1153,996336,0.001157240127828363,False
336,7.888722,1111,1149,986568,0.0011646434913761647,False
337,7.9055,1100,1030,976800,0.0010544635544635546,False
338,7.922633,1089,996,967032,0.001029955575410121,False
339,7.939167,1079,999,958152,0.0010426320667284523,False
340,7.955389,1068,988,948384,0.0010417721091878396,False
341,7.972667,1066,1006,946608,0.001062741916400453,False
342,7.988489,1055,927,936840,0.0009894966056103497,False
343,8.006622,1044,901,927072,0.0009718770494632564,False
344,8.021378,1033,910,917304,0.0009920375360840028,False
345,8.038167,1010,854,896880,0.0009521898135759521,False
346,8.056156,1010,862,896880,0.0009611096244759611,False
347,8.071422,1005,855,892440,0.0009580475998386446,False
348,8.089322,1005,845,892440,0.0009468423647528125,False
349,8.104722,1005,861,892440,0.0009647707408901438,False
350,8.121522,1005,851,892440,0.0009535655058043118,False
